"","token","tok_length","n"
"6637","曇花",2,1
"6638","曉",1,11
"6639","曉得",2,2
"6640","曉諭",2,1
"6641","曙",1,1
"6642","曙光",2,2
"6643","曠",1,1
"6644","曡",1,4
"6645","曦",1,1
"6646","曩",1,4
"6647","曬",1,2
"6648","曰",1,192
"6649","曲",1,10
"6650","曲折",2,5
"6651","曲直",2,3
"6652","曲線",2,1
"6653","曲阜",2,1
"6654","更",1,225
"6655","更始",2,1
"6656","更換",2,2
"6657","更改",2,4
"6658","更新",2,2
"6659","更正",2,1
"6660","更迭",2,4
"6661","曷",1,2
"6662","書",1,220
"6663","書信",2,1
"6664","書坊",2,1
"6665","書局",2,5
"6666","書店",2,3
"6667","書房",2,3
"6668","書札",2,2
"6669","書物",2,1
"6670","書生",2,3
"6671","書畫",2,1
"6672","書目",2,1
"6673","書籍",2,25
"6674","書記",2,11
"6675","書記官",3,1
"6676","書院",2,13
"6677","書面",2,1
"6678","書館",2,1
"6679","書齋",2,1
"6680","曹",1,14
"6681","曹汝霖",3,2
"6682","曹錕",2,5
"6683","曹長",2,2
"6684","曼",1,3
"6685","曾",1,159
"6686","曾國藩",3,1
"6687","曾子",2,1
"6688","曾經",2,14
"6689","替",1,17
"6690","替代",2,1
"6691","替身",2,1
"6692","最",1,270
"6693","最低",2,2
"6694","最初",2,12
"6695","最大",2,1
"6696","最好",2,6
"6697","最後",2,35
"6698","最早",2,2
"6699","最終",2,3
"6700","最近",2,76
"6701","最高",2,10
"6702","會",1,455
"6703","會務",2,4
"6704","會同",2,6
"6705","會員",2,35
"6706","會員國",3,1
"6707","會商",2,4
"6708","會場",2,4
"6709","會審",2,2
"6710","會意",2,2
"6711","會戰",2,1
"6712","會所",2,1
"6713","會晤",2,2
"6714","會期",2,8
"6715","會社",2,23
"6716","會章",2,5
"6717","會見",2,1
"6718","會計",2,35
"6719","會計師",3,1
"6720","會談",2,1
"6721","會議",2,310
"6722","會議廳",3,1
"6723","會辦",2,8
"6724","會長",2,21
"6725","會面",2,1
"6726","會館",2,13
"6727","會黨",2,21
"6728","月",1,281
"6729","月份",2,2
"6730","月報",2,1
"6731","有",1,2690
"6732","有些",2,13
"6733","有利",2,1
"6734","有力",2,5
"6735","有司",2,1
"6736","有名",2,4
"6737","有意",2,1
"6738","有效",2,4
"6739","有機",2,1
"6740","有用",2,1
"6741","有田川",3,1
"6742","有關",2,17
"6743","有限",2,3
"6744","朋",1,3
"6745","朋友",2,12
"6746","朋黨",2,2
"6747","服",1,24
"6748","服務",2,11
"6749","服地",2,1
"6750","服役",2,2
"6751","服從",2,5
"6752","服用",2,2
"6753","服膺",2,1
"6754","服裝",2,1
"6755","服部",2,4
"6756","服食",2,2
"6757","服飾",2,1
"6758","朔",1,7
"6759","朔日",2,2
"6760","朕",1,2
"6761","朕兆",2,1
"6762","朗",1,5
"6763","朘",1,1
"6764","望",1,87
"6765","望族",2,1
"6766","望遠鏡",3,1
"6767","朝",1,46
"6768","朝代",2,1
"6769","朝宗",2,1
"6770","朝岡",2,6
"6771","朝廷",2,19
"6772","朝政",2,3
"6773","朝日",2,2
"6774","朝覲",2,1
"6775","朝貢",2,2
"6776","朝野",2,19
"6777","朝陽",2,4
"6778","朝霞",2,1
"6779","朝鮮",2,24
"6780","朝鮮人",3,6
"6781","朞",1,1
"6782","期",1,175
"6783","期望",2,6
"6784","期滿",2,1
"6785","期間",2,5
"6786","期限",2,12
"6787","朦蔽",2,1
"6788","木",1,18
"6789","木下",2,1
"6790","木偶",2,1
"6791","木刻",2,2
"6792","木屋",2,1
"6793","木星",2,1
"6794","木材",2,4
"6795","木板",2,2
"6796","木桶",2,1
"6797","木棍",2,8
"6798","木片",2,1
"6799","木造",2,2
"6800","木馬",2,1
"6801","未",1,473
"6802","未亡人",3,1
"6803","未來",2,7
"6804","未免",2,8
"6805","未幾",2,3
"6806","末",1,52
"6807","末學",2,1
"6808","末年",2,4
"6809","末流",2,1
"6810","末路",2,2
"6811","本",1,244
"6812","本人",2,6
"6813","本位",2,4
"6814","本來",2,17
"6815","本國",2,38
"6816","本土",2,1
"6817","本地",2,5
"6818","本城",2,3
"6819","本埠",2,9
"6820","本堂",2,2
"6821","本家",2,2
"6822","本州",2,1
"6823","本庄",2,2
"6824","本府",2,1
"6825","本心",2,2
"6826","本性",2,1
"6827","本息",2,10
"6828","本意",2,6
"6829","本所",2,5
"6830","本文",2,9
"6831","本日",2,3
"6832","本書",2,3
"6833","本會",2,20
"6834","本期",2,3
"6835","本校",2,5
"6836","本源",2,1
"6837","本田",2,1
"6838","本省",2,31
"6839","本社",2,1
"6840","本科",2,12
"6841","本節",2,1
"6842","本篇",2,5
"6843","本署",2,4
"6844","本職",2,1
"6845","本能",2,1
"6846","本色",2,1
"6847","本處",2,14
"6848","本誌",2,14
"6849","本質",2,4
"6850","本身",2,11
"6851","本邦",2,2
"6852","本部",2,36
"6853","本金",2,1
"6854","本院",2,2
"6855","本隊",2,1
"6856","本領",2,1
"6857","本題",2,3
"6858","本願寺",3,2
"6859","本館",2,1
"6860","本體",2,1
"6861","札",1,3
"6862","朱",1,14
"6863","朱子",2,1
"6864","朱明",2,1
"6865","朱砂",2,2
"6866","朴素",2,1
"6867","杆",1,2
"6868","杉",1,1
"6869","李",1,68
"6870","李元",2,1
"6871","李家",2,1
"6872","李煜",2,2
"6873","李鴻章",3,2
"6874","杏",1,1
"6875","材",1,12
"6876","材料",2,12
"6877","材木",2,2
"6878","村",1,26
"6879","村人",2,1
"6880","村莊",2,2
"6881","村落",2,5
"6882","村長",2,1
"6883","杖",1,2
"6884","杜",1,17
"6885","杜威",2,3
"6886","杜絕",2,1
"6887","杞",1,1
"6888","束",1,8
"6889","束手",2,1
"6890","束縛",2,5
"6891","杠",1,1
"6892","来",1,2
"6893","杪",1,6
"6894","杭",1,2
"6895","杭州",2,26
"6896","杯",1,3
"6897","杰",1,1
"6898","東",1,148
"6899","東三",2,2
"6900","東三省",3,14
"6901","東亞",2,36
"6902","東京",2,173
"6903","東來",2,1
"6904","東北",2,58
"6905","東南",2,20
"6906","東口",2,1
"6907","東吳大學",4,1
"6908","東坡",2,1
"6909","東城",2,2
"6910","東夷",2,1
"6911","東山",2,6
"6912","東方",2,32
"6913","東段",2,1
"6914","東洋",2,13
"6915","東縣",2,1
"6916","東西",2,11
"6917","東路",2,4
"6918","東遊",2,1
"6919","東邊",2,1
"6920","東部",2,9
"6921","東門",2,2
"6922","東陽",2,1
"6923","東面",2,1
"6924","杵",1,1
"6925","松",1,9
"6926","松島",2,1
"6927","松柏",2,1
"6928","松江",2,2
"6929","松花",2,1
"6930","松花江",3,1
"6931","板",1,4
"6932","枉",1,3
"6933","析",1,2
"6934","枕",1,5
"6935","林",1,30
"6936","林森",2,2
"6937","林業",2,3
"6938","林檎",2,1
"6939","林產",2,1
"6940","林西",2,1
"6941","枚",1,9
"6942","枚舉",2,2
"6943","果",1,54
"6944","果實",2,1
"6945","果然",2,2
"6946","果腹",2,1
"6947","枝",1,16
"6948","枝節",2,2
"6949","枯",1,2
"6950","枯樹",2,1
"6951","枯竭",2,1
"6952","枯草",2,1
"6953","枳",1,1
"6954","枵",1,1
"6955","架",1,4
"6956","枷鎖",2,1
"6957","柄",1,3
"6958","柏",1,7
"6959","柏木",2,1
"6960","柏林",2,2
"6961","某",1,68
"6962","某人",2,1
"6963","某某",2,3
"6964","某氏",2,2
"6965","某甲",2,3
"6966","某種",2,7
"6967","染",1,6
"6968","染坊",2,2
"6969","染廠",2,1
"6970","染指",2,1
"6971","染料",2,9
"6972","染織",2,2
"6973","染色",2,8
"6974","柔",1,1
"6975","柔化",2,1
"6976","查",1,32
"6977","查帳員",3,2
"6978","查明",2,4
"6979","查核",2,2
"6980","查照",2,2
"6981","查辦",2,1
"6982","查閱",2,1
"6983","柩",1,3
"6984","柬",1,1
"6985","柯",1,1
"6986","柱",1,3
"6987","柱石",2,1
"6988","柳",1,9
"6989","柳州",2,6
"6990","柳條",2,2
"6991","柵門",2,1
"6992","査",1,32
"6993","栅",1,1
"6994","栗",1,5
"6995","校",1,91
"6996","校務",2,1
"6997","校友會",3,1
"6998","校址",2,1
"6999","校尉",2,1
"7000","校對",2,1
"7001","校正",2,1
"7002","校舍",2,9
"7003","校長",2,28
"7004","校閱",2,3
"7005","校風",2,1
"7006","栩栩",2,1
"7007","株",1,2
"7008","株式會社",4,5
"7009","核",1,24
"7010","核准",2,2
"7011","核定",2,5
"7012","核減",2,1
"7013","核算",2,1
"7014","核辦",2,3
"7015","核銷",2,1
"7016","根",1,11
"7017","根基",2,7
"7018","根底",2,1
"7019","根性",2,1
"7020","根據",2,47
"7021","根本",2,47
"7022","根柢",2,8
"7023","根津",2,1
"7024","根源",2,1
"7025","格",1,27
"7026","格外",2,3
"7027","格拉",2,4
"7028","格言",2,1
"7029","栽",1,2
"7030","栽培",2,1
"7031","桀",1,2
"7032","桂",1,12
"7033","桂州",2,2
"7034","桂平",2,1
"7035","桂林",2,3
"7036","桂花",2,3
"7037","桃",1,1
"7038","桃園",2,1
"7039","桃符",2,1
"7040","桃色",2,1
"7041","桃花",2,4
"7042","案",1,94
"7043","案件",2,1
"7044","案子",2,1
"7045","案情",2,2
"7046","案牘",2,1
"7047","桌",1,1
"7048","桐",1,7
"7049","桐城",2,2
"7050","桐木",2,1
"7051","桑",1,1
"7052","桑梓",2,3
"7053","桑麻",2,1
"7054","桓",1,3
"7055","桓武",2,1
"7056","桶",1,1
"7057","桿",1,3
"7058","梁",1,22
"7059","梁任公",3,3
"7060","梁啟超",3,1
"7061","梁武帝",3,1
"7062","梅",1,16
"7063","梅園",2,1
"7064","梅毒",2,2
"7065","梅花",2,2
"7066","梆",1,1
"7067","梓",1,6
"7068","梗",1,5
"7069","條",1,214
"7070","條件",2,65
"7071","條例",2,15
"7072","條文",2,24
"7073","條款",2,3
"7074","條約",2,46
"7075","條規",2,7
"7076","條陳",2,7
"7077","梧州",2,1
"7078","梨",1,2
"7079","梯",1,2
"7080","械",1,2
"7081","梳",1,6
"7082","梵字",2,1
"7083","棄",1,14
"7084","棄絕",2,1
"7085","棉",1,10
"7086","棉布",2,1
"7087","棉紗",2,3
"7088","棉花",2,15
"7089","棉袍",2,1
"7090","棍",1,2
"7091","棍子",2,1
"7092","棒球",2,8
"7093","棗",1,1
"7094","棗莊",2,1
"7095","棘手",2,3
"7096","棚",1,2
"7097","棟",1,6
"7098","棠",1,6
"7099","棣",1,1
"7100","棧",1,4
"7101","棧單",2,1
"7102","棧房",2,1
"7103","森",1,8
"7104","森嚴",2,1
"7105","森林",2,5
"7106","棹",1,2
"7107","棺",1,2
"7108","棻",1,2
"7109","棼",1,1
"7110","椀",1,1
"7111","椅",1,3
"7112","椅子",2,3
"7113","植",1,7
"7114","植物",2,13
"7115","植物園",3,3
"7116","植物學家",4,1
"7117","椎",1,2
"7118","椏",1,1
"7119","椰菜",2,1
"7120","椽",1,2
"7121","椿",1,1
"7122","楊",1,35
"7123","楊文",2,1
"7124","楊柳",2,1
"7125","楊樹",2,2
"7126","楚",1,9
"7127","楚歌",2,2
"7128","楞",1,1
"7129","楡",1,4
"7130","楨",1,9
"7131","業",1,98
"7132","業主",2,1
"7133","業務",2,2
"7134","業界",2,4
"7135","業者",2,1
"7136","極",1,196
"7137","極力",2,11
"7138","極度",2,1
"7139","極東",2,1
"7140","極端",2,7
"7141","楷",1,6
"7142","概論",2,1
"7143","榕",1,1
"7144","榜",1,3
"7145","榜樣",2,2
"7146","榜眼",2,1
"7147","榦",1,2
"7148","榨取",2,4
"7149","榭",1,4
"7150","榮",1,20
"7151","榮幸",2,2
"7152","榮昌",2,1
"7153","榮祿",2,3
"7154","榮華",2,1
"7155","榮譽",2,6
"7156","榮銜",2,1
"7157","榷",1,4
"7158","榻",1,1
"7159","槁",1,2
"7160","構",1,3
"7161","構成",2,4
"7162","構造",2,4
"7163","槍",1,24
"7164","槍彈",2,2
"7165","槍擊",2,3
"7166","槍柄",2,3
"7167","槍桿",2,1
"7168","槍械",2,11
"7169","槍殺",2,1
"7170","槍聲",2,2
"7171","槎",1,1
"7172","槓",1,1
"7173","槖",1,1
"7174","槧",1,1
"7175","槨",1,1
"7176","槪",1,106
"7177","槻",1,2
"7178","槽",1,1
"7179","樂",1,35
"7180","樂事",2,1
"7181","樂天",2,1
"7182","樂山",2,1
"7183","樂歌",2,1
"7184","樂觀",2,1
"7185","樅",1,1
"7186","樊",1,2
"7187","樑",1,4
"7188","樓",1,33
"7189","樓閣",2,4
"7190","標",1,11
"7191","標兵",2,11
"7192","標幟",2,4
"7193","標本",2,2
"7194","標榜",2,2
"7195","標準",2,48
"7196","標舉",2,1
"7197","標語",2,1
"7198","標識",2,1
"7199","標題",2,25
"7200","樞",1,10
"7201","樞紐",2,3
"7202","樞軸",2,1
"7203","樟腦",2,1
"7204","模",1,2
"7205","模仿",2,5
"7206","模倣",2,6
"7207","模型",2,1
"7208","模擬",2,1
"7209","模棱",2,1
"7210","模樣",2,1
"7211","模範",2,18
"7212","樣",1,28
"7213","樣子",2,7
"7214","樵",1,1
"7215","樸",1,5
"7216","樸素",2,2
"7217","樹",1,23
"7218","樹木",2,4
"7219","樹林",2,1
"7220","樹立",2,9
"7221","樾",1,3
"7222","橋",1,5
"7223","橋梁",2,2
"7224","橘",1,2
"7225","橛",1,2
"7226","機",1,55
"7227","機器",2,22
"7228","機巧",2,1
"7229","機智",2,1
"7230","機會",2,40
"7231","機械",2,9
"7232","機業",2,24
"7233","機構",2,3
"7234","機槍",2,1
"7235","機織",2,6
"7236","機能",2,2
"7237","機謀",2,1
"7238","機關",2,164
"7239","機關槍",3,1
"7240","機體",2,1
"7241","橫",1,29
"7242","橫壓",2,1
"7243","橫暴",2,2
"7244","橫流",2,2
"7245","橫濱",2,33
"7246","橫行",2,2
"7247","橫財",2,2
"7248","橫過",2,1
"7249","檄",1,1
"7250","檐",1,1
"7251","檢",1,8
"7252","檢定",2,2
"7253","檢察",2,9
"7254","檢察官",3,1
"7255","檢察長",3,1
"7256","檢查",2,9
"7257","檢舉",2,2
"7258","檢討",2,1
"7259","檢閱",2,2
"7260","櫟",1,1
"7261","櫻花",2,9
"7262","欄",1,16
"7263","權",1,178
"7264","權位",2,1
"7265","權利",2,67
"7266","權力",2,15
"7267","權勢",2,1
"7268","權威",2,6
"7269","權柄",2,1
"7270","權益",2,1
"7271","權臣",2,1
"7272","權衡",2,5
"7273","權限",2,15
"7274","欠",1,16
"7275","欠乏",2,1
"7276","次",1,469
"7277","次序",2,3
"7278","次數",2,1
"7279","次第",2,18
"7280","次長",2,12
"7281","欣",1,1
"7282","欣幸",2,1
"7283","欣慰",2,1
"7284","欣然",2,2
"7285","欣賞",2,1
"7286","欲",1,217
"7287","欲求",2,1
"7288","欵",1,4
"7289","欷歔",2,1
"7290","欺",1,5
"7291","欺侮",2,1
"7292","欺凌",2,1
"7293","欺蒙",2,3
"7294","欺騙",2,14
"7295","欽",1,16
"7296","欽仰",2,1
"7297","欽佩",2,2
"7298","欽定",2,5
"7299","欽州",2,3
"7300","欽差大臣",4,1
"7301","款",1,176
"7302","款項",2,11
"7303","歆",1,1
"7304","歇",1,1
"7305","歉",1,1
"7306","歉收",2,1
"7307","歌",1,3
"7308","歌唱",2,1
"7309","歌子",2,2
"7310","歌舞",2,2
"7311","歎",1,6
"7312","歎服",2,1
"7313","歎賞",2,1
"7314","歐",1,58
"7315","歐亞",2,1
"7316","歐化",2,1
"7317","歐戰",2,32
"7318","歐洲",2,42
"7319","歐美",2,59
"7320","歐陸",2,2
"7321","歐陽",2,1
"7322","歐風",2,2
"7323","歗",1,4
"7324","歛",1,1
"7325","歟",1,12
"7326","歡",1,6
"7327","歡呼",2,1
"7328","歡喜",2,4
"7329","歡宴",2,1
"7330","歡聲",2,1
"7331","歡迎",2,41
"7332","止",1,65
"7333","止境",2,1
"7334","正",1,154
"7335","正二",2,1
"7336","正午",2,3
"7337","正史",2,1
"7338","正在",2,6
"7339","正大",2,1
"7340","正太",2,2
"7341","正好",2,1
"7342","正安",2,1
"7343","正式",2,41
"7344","正月",2,14
"7345","正殿",2,1
"7346","正法",2,1
"7347","正當",2,11
"7348","正直",2,1
"7349","正確",2,5
"7350","正統",2,4
"7351","正義",2,12
"7352","正論",2,1
"7353","正途",2,6
"7354","正面",2,4
"7355","正體",2,1
"7356","此",1,1410
"7357","此外",2,30
"7358","此時",2,1
"7359","步",1,30
"7360","步伐",2,1
"7361","步兵",2,1
"7362","步履",2,1
"7363","步槍",2,1
"7364","步步",2,1
"7365","步行",2,1
"7366","步調",2,1
"7367","步軍統領",4,5
"7368","步驟",2,5
"7369","武",1,45
"7370","武人",2,4
"7371","武備",2,6
"7372","武備學堂",4,3
"7373","武力",2,16
"7374","武器",2,3
"7375","武士",2,3
"7376","武官",2,3
"7377","武平",2,1
"7378","武德",2,1
"7379","武斷",2,2
"7380","武昌",2,23
"7381","武漢",2,7
"7382","武義",2,2
"7383","武裝",2,9
"7384","歧",1,5
"7385","歧視",2,2
"7386","歪曲",2,1
"7387","歲",1,92
"7388","歲入",2,3
"7389","歲出",2,4
"7390","歲月",2,3
"7391","歷",1,20
"7392","歷代",2,5
"7393","歷任",2,1
"7394","歷來",2,5
"7395","歷史",2,63
"7396","歷年",2,2
"7397","歷朝",2,1
"7398","歷次",2,1
"7399","歷程",2,2
"7400","歸",1,170
"7401","歸來",2,1
"7402","歸功",2,3
"7403","歸咎",2,1
"7404","歸國",2,2
"7405","歸宿",2,5
"7406","歸於",2,1
"7407","歸納",2,1
"7408","歸綏",2,1
"7409","歸罪",2,2
"7410","歸還",2,6
"7411","歸附",2,1
"7412","死",1,68
"7413","死亡",2,12
"7414","死人",2,5
"7415","死傷",2,9
"7416","死刑",2,5
"7417","死命",2,1
"7418","死屍",2,1
"7419","死生",2,1
"7420","歿",1,4
"7421","殆",1,41
"7422","殉",1,3
"7423","殊",1,73
"7424","殖",1,5
"7425","殖民",2,3
"7426","殖民地",3,10
"7427","殘",1,5
"7428","殘存",2,1
"7429","殘害",2,1
"7430","殘廢",2,1
"7431","殘忍",2,2
"7432","殘暴",2,2
"7433","殘殺",2,3
"7434","殤",1,1
"7435","殫",1,2
"7436","殮",1,1
"7437","殲",1,2
"7438","殲滅",2,1
"7439","段",1,44
"7440","段祺瑞",3,13
"7441","段落",2,3
"7442","殷",1,4
"7443","殷切",2,1
"7444","殷勤",2,1
"7445","殷實",2,2
"7446","殷鑒",2,1
"7447","殺",1,64
"7448","殺人",2,6
"7449","殺害",2,1
"7450","殺戮",2,2
"7451","殺身",2,1
"7452","殼",1,3
"7453","殿",1,11
"7454","毀",1,6
"7455","毀傷",2,1
"7456","毀壞",2,4
"7457","毀棄",2,1
"7458","毀滅",2,1
"7459","毅",1,6
"7460","毅力",2,1
"7461","毅然",2,8
"7462","毆",1,2
"7463","毆傷",2,1
"7464","毆打",2,1
"7465","毋",1,12
"7466","毋寧",2,2
"7467","母",1,9
"7468","母后",2,1
"7469","母國",2,1
"7470","母子",2,1
"7471","母親",2,1
"7472","毎",1,7
"7473","每",1,267
"7474","每天",2,1
"7475","每年",2,3
"7476","每日",2,1
"7477","每每",2,5
"7478","毒",1,8
"7479","毒手",2,1
"7480","毒液",2,2
"7481","毒物",2,1
"7482","毒辣",2,4
"7483","毓",1,9
"7484","比",1,84
"7485","比亞",2,2
"7486","比例",2,6
"7487","比擬",2,4
"7488","比比",2,1
"7489","比照",2,3
"7490","比爾",2,1
"7491","比率",2,3
"7492","比肩",2,1
"7493","比賽",2,37
"7494","比較",2,64
"7495","比附",2,1
"7496","毘",1,1
"7497","毛",1,11
"7498","毛病",2,1
"7499","毛線",2,1
"7500","毛織",2,2
"7501","毛織物",3,1
"7502","毛詩",2,1
"7503","毫",1,25
"7504","毫不",2,2
"7505","毫無",2,2
"7506","毫釐",2,1
"7507","毯",1,1
"7508","氏",1,214
"7509","民",1,268
"7510","民三",2,1
"7511","民主",2,30
"7512","民主主義",4,5
"7513","民主黨",3,4
"7514","民事",2,7
"7515","民事訴訟法",5,1
"7516","民國",2,172
"7517","民團",2,4
"7518","民報",2,2
"7519","民家",2,1
"7520","民心",2,2
"7521","民情",2,2
"7522","民意",2,4
"7523","民房",2,2
"7524","民政",2,23
"7525","民政廳",3,2
"7526","民族",2,100
"7527","民智",2,2
"7528","民業",2,1
"7529","民權",2,8
"7530","民氣",2,2
"7531","民治",2,6
"7532","民法",2,9
"7533","民生",2,23
"7534","民眾",2,1
"7535","民聲",2,1
"7536","民船",2,1
"7537","民衆",2,50
"7538","民訴",2,1
"7539","民選",2,3
"7540","民間",2,14
"7541","民黨",2,5
"7542","氓",1,1
"7543","氣",1,20
"7544","氣候",2,6
"7545","氣勢",2,2
"7546","氣味",2,1
"7547","氣憤",2,1
"7548","氣氛",2,1
"7549","氣焰",2,1
"7550","氣燄",2,3
"7551","氣管",2,1
"7552","氣象",2,4
"7553","氣質",2,4
"7554","水",1,53
"7555","水分",2,1
"7556","水利",2,3
"7557","水利局",3,1
"7558","水城",2,3
"7559","水師營",3,1
"7560","水平",2,2
"7561","水平線",3,1
"7562","水族館",3,1
"7563","水榭",2,1
"7564","水泥",2,1
"7565","水浪",2,2
"7566","水準",2,5
"7567","水災",2,1
"7568","水產",2,4
"7569","水磨",2,2
"7570","水管",2,3
"7571","水菜",2,4
"7572","水谷",2,1
"7573","水道",2,1
"7574","水銀",2,2
"7575","水閣",2,1
"7576","永",1,23
"7577","永久",2,16
"7578","永和市",3,1
"7579","永安",2,2
"7580","永寧",2,1
"7581","永平",2,1
"7582","永年",2,5
"7583","永春",2,1
"7584","永樂",2,2
"7585","永湖",2,1
"7586","永田",2,1
"7587","永遠",2,13
"7588","汁",1,1
"7589","求",1,169
"7590","求學",2,1
"7591","求生",2,1
"7592","汎",1,2
"7593","汕頭",2,5
"7594","汗",1,5
"7595","汗血",2,2
"7596","汚",1,4
"7597","汚吏",2,1
"7598","汚穢",2,1
"7599","汛",1,1
"7600","汝",1,13
"7601","江",1,85
"7602","江北",2,1
"7603","江南",2,14
"7604","江寧",2,1
"7605","江山",2,1
"7606","江岸",2,2
"7607","江州",2,1
"7608","江心",2,1
"7609","江村",2,1
"7610","江東",2,1
"7611","江東橋",3,1
"7612","江河",2,1
"7613","江浙",2,3
"7614","江淮",2,2
"7615","江蘇",2,39
"7616","江蘇省",3,6
"7617","江西",2,19
"7618","江都",2,1
"7619","江陰",2,1
"7620","江面",2,1
"7621","池",1,9
"7622","池上",2,1
"7623","池沼",2,1
"7624","汪",1,13
"7625","汲",1,2
"7626","汲汲",2,2
"7627","汶",1,3
"7628","決",1,124
"7629","決定",2,39
"7630","決心",2,5
"7631","決意",2,2
"7632","決然",2,1
"7633","決算",2,5
"7634","決行",2,1
"7635","決裂",2,5
"7636","決議",2,25
"7637","決賽",2,10
"7638","決選",2,2
"7639","汽",1,2
"7640","汽船",2,1
"7641","汽車",2,15
"7642","汾",1,1
"7643","沂",1,9
"7644","沃",1,2
"7645","沃野",2,1
"7646","沅",1,5
"7647","沆",1,1
"7648","沈",1,14
"7649","沈子",2,1
"7650","沈沒",2,2
"7651","沈浮",2,1
"7652","沈溺",2,1
"7653","沈滯",2,1
"7654","沈重",2,1
"7655","沉沒",2,2
"7656","沉睡",2,1
"7657","沉重",2,1
"7658","沐",1,2
"7659","沒",1,157
"7660","沒有",2,2
"7661","沒用",2,1
"7662","沒落",2,1
"7663","沓",1,2
"7664","沔",1,1
"7665","沙",1,12
"7666","沙地",2,1
"7667","沙市",2,1
"7668","沙河",2,1
"7669","沙漠",2,1
"7670","沙灣",2,1
"7671","沙發",2,1
"7672","沙石",2,1
"7673","沛",1,1
"7674","沛然",2,1
"7675","沬",1,3
"7676","沮",1,1
"7677","河",1,18
"7678","河內",2,1
"7679","河北",2,10
"7680","河北省",3,1
"7681","河南",2,10
"7682","河南省",3,2
"7683","河口",2,10
"7684","河川",2,1
"7685","河東",2,1
"7686","河沿",2,1
"7687","河流",2,2
"7688","河道",2,3
"7689","油",1,10
"7690","油分",2,1
"7691","油氣",2,2
"7692","油然",2,1
"7693","油畫",2,1
"7694","油脂",2,1
"7695","治",1,107
"7696","治五郎",3,1
"7697","治國",2,1
"7698","治學",2,2
"7699","治安",2,4
"7700","治平",2,1
"7701","治標",2,2
"7702","治權",2,1
"7703","治理",2,3
"7704","治療",2,4
"7705","治療法",3,1
"7706","治績",2,2
"7707","沼津",2,2
"7708","沽",1,1
"7709","沾",1,4
"7710","沾染",2,2
"7711","沿",1,32
"7712","沿岸",2,1
"7713","沿江",2,2
"7714","沿海",2,6
"7715","沿用",2,1
"7716","沿線",2,4
"7717","沿襲",2,2
"7718","沿途",2,1
"7719","沿革",2,4
"7720","況",1,13
"7721","況且",2,4
"7722","泄",1,1
"7723","泉",1,8
"7724","泉源",2,1
"7725","泊",1,1
"7726","法",1,474
"7727","法人",2,16
"7728","法令",2,13
"7729","法典",2,3
"7730","法制",2,24
"7731","法務",2,2
"7732","法國",2,54
"7733","法子",2,1
"7734","法學",2,40
"7735","法官",2,2
"7736","法定",2,4
"7737","法師",2,1
"7738","法庭",2,8
"7739","法廷",2,1
"7740","法律",2,133
"7741","法意",2,1
"7742","法政",2,24
"7743","法文",2,7
"7744","法會",2,1
"7745","法案",2,1
"7746","法治",2,11
"7747","法理",2,2
"7748","法理學",3,4
"7749","法界",2,2
"7750","法籍",2,1
"7751","法統",2,1
"7752","法蘭西",3,8
"7753","法西斯",3,6
"7754","法規",2,11
"7755","法語",2,1
"7756","法門",2,1
"7757","法院",2,5
"7758","泛",1,2
"7759","泝",1,1
"7760","波",1,12
"7761","波動",2,1
"7762","波士頓",3,1
"7763","波斯",2,3
"7764","波浪",2,1
"7765","波濤",2,1
"7766","波瀾",2,2
"7767","波蘭",2,2
"7768","泣",1,2
"7769","泣血",2,1
"7770","泥",1,5
"7771","泥沙",2,2
"7772","泥濘",2,1
"7773","注",1,8
"7774","注射",2,2
"7775","注意",2,88
"7776","注目",2,4
"7777","注脚",2,1
"7778","注重",2,21
"7779","注音",2,1
"7780","泯",1,1
"7781","泯滅",2,1
"7782","泰",1,11
"7783","泰安",2,1
"7784","泰晤士",3,1
"7785","泰晤士報",4,2
"7786","泰然",2,2
"7787","泰西",2,8
"7788","泰隆",2,2
"7789","泱泱",2,1
"7790","泳",1,4
"7791","洄",1,1
"7792","洊",1,1
"7793","洋",1,69
"7794","洋傘",2,2
"7795","洋將",2,1
"7796","洋房",2,7
"7797","洋文",2,6
"7798","洋服",2,3
"7799","洋洋",2,1
"7800","洋行",2,1
"7801","洋裝",2,1
"7802","洒",1,3
"7803","洗",1,6
"7804","洗浴",2,1
"7805","洗滌",2,1
"7806","洗澡",2,2
"7807","洗禮",2,2
"7808","洗衣",2,1
"7809","洙",1,5
"7810","洛",1,9
"7811","洛陽",2,2
"7812","洞",1,6
"7813","洞察",2,1
"7814","洞庭",2,1
"7815","洞庭湖",3,1
"7816","洞悉",2,2
"7817","洞見",2,1
"7818","洟",1,3
"7819","津",1,35
"7820","津津",2,5
"7821","津浦",2,2
"7822","津浦路",3,2
"7823","津貼",2,5
"7824","洩",1,8
"7825","洪",1,10
"7826","洪亮",2,1
"7827","洪武",2,1
"7828","洪水",2,5
"7829","洪流",2,2
"7830","洮",1,15
"7831","洲",1,6
"7832","洵",1,4
"7833","洶湧",2,1
"7834","活",1,7
"7835","活力",2,2
"7836","活動",2,34
"7837","活潑",2,3
"7838","活着",2,1
"7839","活躍",2,4
"7840","洽",1,6
"7841","派",1,231
"7842","派生",2,1
"7843","派系",2,1
"7844","派遣",2,31
"7845","流",1,32
"7846","流亡",2,3
"7847","流傳",2,2
"7848","流入",2,6
"7849","流出",2,13
